UEFA,Bwin,Atletico de Madrid,Lokomotiv Moscou,1.28,5.00,11.00
UEFA,Bwin,CSKA Moscou,Olympique de Lyon,2.50,3.25,2.75
UEFA,Bwin,Sporting de Lisboa,Viktoria Plzen,1.44,4.20,7.50
Premier,Bwin,Arsenal,Manchester City,4.40,3.80,1.78
Premier,Bwin,Burnley,Everton,2.55,3.00,3.10
Premier,Bwin,Leicester,Bournemouth,1.85,3.80,4.00
Premier,Bwin,Southampton,Stoke City,1.78,3.60,4.75
Premier,Bwin,Manchester City,Chelsea,1.60,4.10,5.50
Premier,Bwin,Crystal Palace,Manchester United,6.50,4.10,1.53
Premier,Bwin,Manchester United,Liverpool,2.35,3.20,3.00
Premier,Bwin,Chelsea,Crystal Palace,1.27,5.50,11.50
Premier,Bwin,Arsenal,Watford,1.33,5.50,8.50
Premier,Bwin,Stoke City,Manchester City,10.50,6.00,1.27
Bundesliga,Bwin,Monchengladbach,Werder Bremen,1.90,3.40,4.00
Bundesliga,Bwin,Schalke 04,Hertha Berlin,1.60,3.80,5.50
Bundesliga,Bwin,Wolfsburg,Bayern Leverkusen,3.30,3.40,2.10
Bundesliga,Bwin,Hamburg,Mainz 05,2.15,3.20,3.40
Bundesliga,Bwin,Colonia,Stuttgart,2.25,3.30,3.10
Bundesliga,Bwin,Friburgo,Bayern Munchen,8.50,5.50,1.30
Bundesliga,Bwin,Mainz 05,Schalke 04,2.90,3.30,2.35
Bundesliga,Bwin,Hertha Berlin,Friburgo,2.15,3.30,3.30
Bundesliga,Bwin,Bayern Munchen,Hamburg,1.14,8.00,15.50
Bundesliga,Bwin,Hoffenheim,Wolfsburg,1.85,3.60,4.00
Bundesliga,Bwin,Bayern Leverkusen,Monchengladbach,1.75,3.60,4.50
Bundesliga,Bwin,Werder Bremen,Colonia,1.91,3.60,3.75
Bundesliga,Bwin,Friburgo,Stuttgart,2.45,3.30,2.80
Bundesliga,Bwin,Monchengladbach,Hoffenheim,2.25,3.30,3.10
Bundesliga,Bwin,Hamburg,Hertha Berlin,2.50,3.30,2.70
Bundesliga,Bwin,Wolfsburg,Schalke 04,2.85,3.30,2.40
Bundesliga,Bwin,Borussia Dormund,Hannover 96,1.35,5.00,7.75
Bundesliga,Bwin,Colonia,Bayern Leverkusen,3.30,3.40,2.10
Ligue 1,Bwin,Angers,Guingamp,2.05,3.10,3.80
Ligue 1,Bwin,Metz,Toulouse,2.60,3.10,2.75
Ligue 1,Bwin,Montpellier,Oly. de Lyon,3.00,3.20,2.35
Ligue 1,Bwin,Oly. de Marsella,Nantes,1.50,4.00,6.50
Ligue 1,Bwin,Lille,Montpellier,2.20,3.20,3.30
Ligue 1,Bwin,Oly. de Lyon,Caen,1.45,4.10,7.25
Ligue 1,Bwin,Toulouse,Oly. de Marsella,4.40,3.30,1.85
Serie A,Bwin,Lazio,Juventus,3.20,3.20,2.25
Serie A,Bwin,Napoles,Roma,1.60,3.80,5.50
Serie A,Bwin,Torino,Crotone,1.44,4.33,7.00
Serie A,Bwin,Udinese,Fiorentina,3.20,3.20,2.25
Serie A,Bwin,Benevento,Hellas Verona,2.10,3.30,3.40
Serie A,Bwin,Atalanta,Sampdoria,1.75,3.60,4.50
Serie A,Bwin,Chievo,Sassuolo,2.40,3.10,3.00
Serie A,Bwin,AC Milan,Inter de Mil�n,2.30,3.20,3.10
Serie A,Bwin,Roma,Torino,1.55,4.00,5.60
Serie A,Bwin,Hellas Verona,Chievo,3.25,3.20,2.20
Serie A,Bwin,Fiorentina,Benevento,1.25,5.75,10.00
Serie A,Bwin,Juventus,Udinese,1.25,5.50,11.00
Serie A,Bwin,Crotone,Sampdoria,3.40,3.30,2.10
Serie A,Bwin,Cagliari,Lazio,5.25,3.75,1.62
Serie A,Bwin,Bolonia,Atalanta,3.60,3.30,2.05
Serie A,Bwin,Inter de Mil�n,Napoles,3.40,3.30,2.10
NBA,Bwin,Chicago Bulls,Charlotte Hornets,5.75,None,1.15
NBA,Bwin,Brooklyn Nets,Cleveland Cavaliers,5.75,None,1.15
NBA,Bwin,Philadelphia 76ers,Miami Heat,1.95,None,1.87
NBA,Bwin,Washington Wizards,Milwaukee Bucks,2.25,None,1.65
NBA,Bwin,Sacramento Kings,Portland Trail Blazers,7.25,None,1.10
